Benin,143,3.657000065,0.431085408
Madagascar,144,3.644000053,0.305808693
Haiti,145,3.602999926,0.368610263
Yemen,146,3.592999935,0.591683447
South Sudan,147,3.59100008,0.397248626
Liberia,148,3.532999992,0.119041793
Guinea,149,3.506999969,0.24454993
Togo,150,3.494999886,0.305444717
Rwanda,151,3.470999956,0.368745893
Syria,152,3.461999893,0.777153134
Tanzania,153,3.348999977,0.511135876
Burundi,154,2.904999971,0.091622569
Central African Republic,155,2.693000078,0
